game_id,official_id,full_name,jersey_num
20300590,1662,Bill Kennedy,55
20300590,1146,Tony Brothers,25
20300590,1161,Joe Forte,45
20300607,2002,Derrick Collins,54
20300607,1167,Steve Javie,29
20300607,1185,Violet Palmer,12
20300605,1142,Dick Bavetta,27
20300605,1165,Luis Grillo,8
20300605,2529,Tony Brown,68
20300623,1163,Bernie Fryer,7
20300623,1143,Gary Benson,30
20300623,1160,Nolan Fine,11
20300635,1144,Ted Bernhardt,16
20300635,1204,Derek Richardson,63
20300635,1164,Ron Garretson,10
20300647,1192,Bennett Salvatore,15
20300647,1826,Jess Kersey,20
20300647,1198,Scott Wall,31
20300703,2147,Michael Henderson,62
20300703,1199,Tom Washington,49
20300703,1186,Blane Reichelt,37
20300752,2529,Tony Brown,68
20300752,1188,Leroy Richardson,51
20300752,1200,Greg Willard,57
20300775,1163,Bernie Fryer,7
20300775,1662,Bill Kennedy,55
20300775,1174,Ken Mauer,41
20300789,1156,Tim Donaghy,21
20300789,1363,Bennie Adams,47
20300789,1153,Joe Crawford,17
20300866,1154,Bob Delaney,26
20300866,1195,Derrick Stafford,9
20300866,1159,Kevin Fehr,39
20300876,1164,Ron Garretson,10
20300876,2529,Tony Brown,68
20300876,1827,George Toliver,23
20300910,1200,Greg Willard,57
20300910,1156,Tim Donaghy,21
20300910,2529,Tony Brown,68
20300989,1147,Mike Callahan,24
20300989,1162,Scott Foster,48
20300989,2001,Jason Phillips,67
20301008,1662,Bill Kennedy,55
20301008,1190,Eddie Rush,32
20301008,1179,Rodney Mott,71
20301011,1161,Joe Forte,45
20301011,1176,Monty McCutchen,13
20301011,2003,Pat Fraher,52
20301018,1174,Ken Mauer,41
20301018,1160,Nolan Fine,11
20301018,2147,Michael Henderson,62
20301048,1179,Rodney Mott,71
20301048,1180,Jack Nies,35
20301048,1143,Gary Benson,30
20301050,1363,Bennie Adams,47
20301050,1148,James Capers,19
20301050,1142,Dick Bavetta,27
20301102,1143,Gary Benson,30
20301102,1144,Ted Bernhardt,16
20301102,1180,Jack Nies,35
20301171,1156,Tim Donaghy,21
20301171,1363,Bennie Adams,47
20301171,1142,Dick Bavetta,27
20400006,1174,Ken Mauer,41
20400006,2530,Ed Malloy,73
20400006,1200,Greg Willard,57
20400063,1204,Derek Richardson,63
20400063,1155,JB DeRosa,14
20400063,1203,Mark Wunderlich,18
20400079,1146,Tony Brothers,25
20400079,1167,Steve Javie,29
20400079,1159,Kevin Fehr,39
20400094,1200,Greg Willard,57
20400094,1143,Gary Benson,30
20400094,1179,Rodney Mott,71
20400131,1186,Blane Reichelt,37
20400131,2530,Ed Malloy,73
20400131,1154,Bob Delaney,26
20400133,2715,Eric Lewis,42
20400133,1195,Derrick Stafford,9
20400133,1147,Mike Callahan,24
20400197,1192,Bennett Salvatore,15
20400197,2529,Tony Brown,68
20400197,1662,Bill Kennedy,55
20400225,1180,Jack Nies,35
20400225,1185,Violet Palmer,12
20400225,2534,Zach Zarba,58
20400236,1156,Tim Donaghy,21
20400236,1180,Jack Nies,35
20400236,2878,Tommy Nunez Jr.,28
20400296,1192,Bennett Salvatore,15
20400296,1162,Scott Foster,48
20400296,2529,Tony Brown,68
20400322,2001,Jason Phillips,67
20400322,1163,Bernie Fryer,7
20400322,1168,David Jones,36
20400343,2534,Zach Zarba,58
20400343,1188,Leroy Richardson,51
20400343,1162,Scott Foster,48
20400361,1147,Mike Callahan,24
20400361,1201,Leon Wood,40
20400361,1148,James Capers,19
20400376,1168,David Jones,36
20400376,1163,Bernie Fryer,7
20400376,2715,Eric Lewis,42
20400384,2883,Robbie Robinson,53
20400384,1203,Mark Wunderlich,18
20400384,1155,JB DeRosa,14
20400457,2529,Tony Brown,68
20400457,1164,Ron Garretson,10
20400457,1662,Bill Kennedy,55
20400478,1152,Dan Crawford,43
20400478,1148,James Capers,19
20400478,1189,Phil Robinson,70
20400497,1147,Mike Callahan,24
20400497,2001,Jason Phillips,67
20400497,1194,Bill Spooner,22
20400510,1179,Rodney Mott,71
20400510,1154,Bob Delaney,26
20400510,2005,Matt Boland,46
20400529,1142,Dick Bavetta,27
20400529,2004,Courtney Kirkland,61
20400529,1186,Blane Reichelt,37
20400543,1192,Bennett Salvatore,15
20400543,1146,Tony Brothers,25
20400543,1159,Kevin Fehr,39
20400559,1189,Phil Robinson,70
20400559,1194,Bill Spooner,22
20400559,1147,Mike Callahan,24
20400563,1176,Monty McCutchen,13
20400563,1830,Marc Davis,34
20400563,1664,Gary Zielinski,59
20400583,1193,Michael Smith,38
20400583,2002,Derrick Collins,54
20400583,1199,Tom Washington,49
20400599,1363,Bennie Adams,47
20400599,1146,Tony Brothers,25
20400599,1200,Greg Willard,57
20400615,1176,Monty McCutchen,13
20400615,1830,Marc Davis,34
20400615,1161,Joe Forte,45
20400651,1826,Jess Kersey,20
20400651,2005,Matt Boland,46
20400651,1190,Eddie Rush,32
20400657,1150,Jimmy Clark,6
20400657,2148,Mark Ayotte,56
20400657,1201,Leon Wood,40
20400661,1826,Jess Kersey,20
20400661,1142,Dick Bavetta,27
20400661,2715,Eric Lewis,42
20400698,1180,Jack Nies,35
20400698,1204,Derek Richardson,63
20400698,1830,Marc Davis,34
20400693,1662,Bill Kennedy,55
20400693,2715,Eric Lewis,42
20400693,1154,Bob Delaney,26
20400729,1826,Jess Kersey,20
20400729,1152,Dan Crawford,43
20400729,1159,Kevin Fehr,39
20400754,1163,Bernie Fryer,7
20400754,1185,Violet Palmer,12
20400754,2878,Tommy Nunez Jr.,28
20400746,1165,Luis Grillo,8
20400746,2004,Courtney Kirkland,61
20400746,1153,Joe Crawford,17
20400773,2530,Ed Malloy,73
20400773,1163,Bernie Fryer,7
20400773,1195,Derrick Stafford,9
20400779,1150,Jimmy Clark,6
20400779,1151,Sean Corbin,33
20400779,2529,Tony Brown,68
20400782,1174,Ken Mauer,41
20400782,1156,Tim Donaghy,21
20400782,2715,Eric Lewis,42
20400812,1192,Bennett Salvatore,15
20400812,1168,David Jones,36
20400812,2147,Michael Henderson,62
20400830,1180,Jack Nies,35
20400830,1162,Scott Foster,48
20400830,1204,Derek Richardson,63
20400844,1150,Jimmy Clark,6
20400844,1826,Jess Kersey,20
20400844,1179,Rodney Mott,71
20400865,1194,Bill Spooner,22
20400865,1155,JB DeRosa,14
20400865,2529,Tony Brown,68
20400878,1151,Sean Corbin,33
20400878,1152,Dan Crawford,43
20400878,2534,Zach Zarba,58
20400887,1193,Michael Smith,38
20400887,1164,Ron Garretson,10
20400887,1830,Marc Davis,34
20400909,1193,Michael Smith,38
20400909,1164,Ron Garretson,10
20400909,1189,Phil Robinson,70
20400913,1159,Kevin Fehr,39
20400913,1152,Dan Crawford,43
20400913,1179,Rodney Mott,71
20400928,1195,Derrick Stafford,9
20400928,1199,Tom Washington,49
20400928,2004,Courtney Kirkland,61
20400969,1662,Bill Kennedy,55
20400969,1154,Bob Delaney,26
20400969,1188,Leroy Richardson,51
20400997,1363,Bennie Adams,47
20400997,1147,Mike Callahan,24
20400997,2534,Zach Zarba,58
20400990,1203,Mark Wunderlich,18
20400990,2530,Ed Malloy,73
20400990,1161,Joe Forte,45
20401022,1152,Dan Crawford,43
20401022,1159,Kevin Fehr,39
20401022,1826,Jess Kersey,20
20401036,2005,Matt Boland,46
20401036,1153,Joe Crawford,17
20401036,1201,Leon Wood,40
20401059,1195,Derrick Stafford,9
20401059,2001,Jason Phillips,67
20401059,1199,Tom Washington,49
20401078,1156,Tim Donaghy,21
20401078,2530,Ed Malloy,73
20401078,1163,Bernie Fryer,7
20401096,2529,Tony Brown,68
20401096,1150,Jimmy Clark,6
20401096,1363,Bennie Adams,47
20401130,1188,Leroy Richardson,51
20401130,2001,Jason Phillips,67
20401130,1154,Bob Delaney,26
20401134,1176,Monty McCutchen,13
20401134,1164,Ron Garretson,10
20401134,1204,Derek Richardson,63
20401153,1203,Mark Wunderlich,18
20401153,1161,Joe Forte,45
20401153,1201,Leon Wood,40
20401184,2878,Tommy Nunez Jr.,28
20401184,1147,Mike Callahan,24
20401184,1148,James Capers,19
20401206,1159,Kevin Fehr,39
20401206,1152,Dan Crawford,43
20401206,1363,Bennie Adams,47
40400233,1203,Mark Wunderlich,18
40400233,1180,Jack Nies,35
40400233,1163,Bernie Fryer,7
40400234,1164,Ron Garretson,10
40400234,1194,Bill Spooner,22
40400234,1147,Mike Callahan,24
40400236,1200,Greg Willard,57
40400236,1161,Joe Forte,45
40400236,1152,Dan Crawford,43
20500025,1195,Derrick Stafford,9
20500025,1826,Jess Kersey,20
20500025,2883,Robbie Robinson,53
20500003,1151,Sean Corbin,33
20500003,1142,Dick Bavetta,27
20500003,1185,Violet Palmer,12
20500007,1193,Michael Smith,38
20500007,1164,Ron Garretson,10
20500007,2001,Jason Phillips,23
20500017,1144,Ted Bernhardt,16
20500017,1153,Joe Crawford,17
20500017,2002,Derrick Collins,54
20500006,1180,Jack Nies,35
20500006,1150,Jimmy Clark,6
20500006,1159,Kevin Fehr,39
20500011,1148,James Capers,19
20500011,1155,JB DeRosa,14
20500011,1189,Phil Robinson,11
20500008,1156,Tim Donaghy,21
20500008,1167,Steve Javie,29
20500008,2714,David Guthrie,60
20500013,2529,Tony Brown,30
20500013,1200,Greg Willard,57
20500013,1176,Monty McCutchen,13
20500023,1167,Steve Javie,29
20500023,1664,Gary Zielinski,59
20500023,1156,Tim Donaghy,21
20500021,1150,Jimmy Clark,6
20500021,1159,Kevin Fehr,39
20500021,1180,Jack Nies,35
20500026,1200,Greg Willard,57
20500026,1176,Monty McCutchen,13
20500026,1188,Leroy Richardson,51
20500027,1153,Joe Crawford,17
20500027,2878,Tommy Nunez Jr.,28
20500027,1144,Ted Bernhardt,16
20500030,1201,Leon Wood,40
20500030,1154,Bob Delaney,26
20500030,1198,Scott Wall,31
20500028,1185,Violet Palmer,12
20500028,1142,Dick Bavetta,27
20500028,1151,Sean Corbin,33
20500029,1174,Ken Mauer,41
20500029,2148,Mark Ayotte,56
20500029,1363,Bennie Adams,47
20500020,2882,Sean Wright,65
20500020,1193,Michael Smith,38
20500020,1164,Ron Garretson,10
20500024,1165,Luis Grillo,8
20500024,1190,Eddie Rush,32
20500024,2715,Eric Lewis,42
20500039,1826,Jess Kersey,20
20500039,2529,Tony Brown,30
20500039,1195,Derrick Stafford,9
20500035,1147,Mike Callahan,24
20500035,1204,Derek Richardson,63
20500035,2005,Matt Boland,46
20500036,2530,Ed Malloy,73
20500036,1155,JB DeRosa,14
20500036,1189,Phil Robinson,11
20500032,1159,Kevin Fehr,39
20500032,1146,Tony Brothers,25
20500032,1150,Jimmy Clark,6
20500037,1192,Bennett Salvatore,15
20500037,1194,Bill Spooner,22
20500037,2004,Courtney Kirkland,61
20500042,1161,Joe Forte,45
20500042,2716,Olandis Poole,50
20500042,1168,David Jones,36
20500041,2148,Mark Ayotte,56
20500041,1363,Bennie Adams,47
20500041,1174,Ken Mauer,41
20500038,1830,Marc Davis,34
20500038,1199,Tom Washington,49
20500038,2534,Zach Zarba,58
20500034,1203,Mark Wunderlich,18
20500034,2001,Jason Phillips,23
20500034,1152,Dan Crawford,43
20500044,1144,Ted Bernhardt,16
20500044,1153,Joe Crawford,17
20500044,1830,Marc Davis,34
20500043,1664,Gary Zielinski,59
20500043,1167,Steve Javie,29
20500043,1156,Tim Donaghy,21
20500045,1154,Bob Delaney,26
20500045,1201,Leon Wood,40
20500045,1198,Scott Wall,31
20500050,2878,Tommy Nunez Jr.,28
20500050,1192,Bennett Salvatore,15
20500050,1203,Mark Wunderlich,18
20500047,1826,Jess Kersey,20
20500047,2883,Robbie Robinson,53
20500047,1195,Derrick Stafford,9
20500049,1180,Jack Nies,35
20500049,2005,Matt Boland,46
20500049,1204,Derek Richardson,63
20500048,1190,Eddie Rush,32
20500048,1179,Rodney Mott,71
20500048,2715,Eric Lewis,42
20500046,1148,James Capers,19
20500046,1194,Bill Spooner,22
20500046,2534,Zach Zarba,58
20500053,1165,Luis Grillo,8
20500053,1664,Gary Zielinski,59
20500053,1161,Joe Forte,45
20500055,1201,Leon Wood,40
20500055,1154,Bob Delaney,26
20500055,1198,Scott Wall,31
20500054,1174,Ken Mauer,41
20500054,2004,Courtney Kirkland,61
20500054,1193,Michael Smith,38
20500052,1142,Dick Bavetta,27
20500052,1662,Bill Kennedy,55
20500052,1184,Ron Olesiak,44
20500065,2534,Zach Zarba,58
20500065,1194,Bill Spooner,22
20500065,2882,Sean Wright,65
20500067,2147,Michael Henderson,62
20500067,1150,Jimmy Clark,6
20500067,1185,Violet Palmer,12
20500066,1176,Monty McCutchen,13
20500066,2003,Pat Fraher,52
20500066,1188,Leroy Richardson,51
20500061,1190,Eddie Rush,32
20500061,1179,Rodney Mott,71
20500061,2716,Olandis Poole,50
20500058,2878,Tommy Nunez Jr.,28
20500058,1203,Mark Wunderlich,18
20500058,1199,Tom Washington,49
20500056,1148,James Capers,19
20500056,1155,JB DeRosa,14
20500056,2002,Derrick Collins,54
20500064,2532,Eli Roe,64
20500064,1156,Tim Donaghy,21
20500064,1167,Steve Javie,29
20500062,1142,Dick Bavetta,27
20500062,1144,Ted Bernhardt,16
20500062,1662,Bill Kennedy,55
20500060,2530,Ed Malloy,73
20500060,1204,Derek Richardson,63
20500060,1153,Joe Crawford,17
20500069,1147,Mike Callahan,24
20500069,1146,Tony Brothers,25
20500069,1159,Kevin Fehr,39
20500068,1164,Ron Garretson,10
20500068,2001,Jason Phillips,23
20500068,1193,Michael Smith,38
20500070,1150,Jimmy Clark,6
20500070,2003,Pat Fraher,52
20500070,1189,Phil Robinson,11
20500075,1159,Kevin Fehr,39
20500075,1146,Tony Brothers,25
20500075,1147,Mike Callahan,24
20500080,1167,Steve Javie,29
20500080,2715,Eric Lewis,42
20500080,1165,Luis Grillo,8
20500073,1152,Dan Crawford,43
20500073,2148,Mark Ayotte,56
20500073,1194,Bill Spooner,22
20500074,1155,JB DeRosa,14
20500074,1144,Ted Bernhardt,16
20500074,2002,Derrick Collins,54
20500077,1204,Derek Richardson,63
20500077,2530,Ed Malloy,73
20500077,1153,Joe Crawford,17
20500076,1142,Dick Bavetta,27
20500076,1162,Scott Foster,48
20500076,1185,Violet Palmer,12
20500078,1176,Monty McCutchen,13
20500078,1188,Leroy Richardson,51
20500078,1189,Phil Robinson,11
20500072,2714,David Guthrie,60
20500072,1200,Greg Willard,57
20500072,1179,Rodney Mott,71
20500071,1199,Tom Washington,49
20500071,2878,Tommy Nunez Jr.,28
20500071,1203,Mark Wunderlich,18
20500079,1192,Bennett Salvatore,15
20500079,2004,Courtney Kirkland,61
20500079,1830,Marc Davis,34
20500088,1176,Monty McCutchen,13
20500088,1188,Leroy Richardson,51
20500088,1664,Gary Zielinski,59
20500083,2001,Jason Phillips,23
20500083,1164,Ron Garretson,10
20500083,1363,Bennie Adams,47
20500087,2716,Olandis Poole,50
20500087,1179,Rodney Mott,71
20500087,1200,Greg Willard,57
20500086,2002,Derrick Collins,54
20500086,1155,JB DeRosa,14
20500086,1148,James Capers,19
20500085,1168,David Jones,36
20500085,1161,Joe Forte,45
20500085,1169,Anthony Jordan,37
20500082,1184,Ron Olesiak,44
20500082,1826,Jess Kersey,20
20500082,1154,Bob Delaney,26
20500084,1201,Leon Wood,40
20500084,2532,Eli Roe,64
20500084,1195,Derrick Stafford,9
20500081,2534,Zach Zarba,58
20500081,1174,Ken Mauer,41
20500081,1194,Bill Spooner,22
20500092,1153,Joe Crawford,17
20500092,1180,Jack Nies,35
20500092,1204,Derek Richardson,63
20500094,1167,Steve Javie,29
20500094,2715,Eric Lewis,42
20500094,1165,Luis Grillo,8
20500090,1826,Jess Kersey,20
20500090,1151,Sean Corbin,33
20500090,1185,Violet Palmer,12
20500093,1830,Marc Davis,34
20500093,2004,Courtney Kirkland,61
20500093,1192,Bennett Salvatore,15
20500091,1162,Scott Foster,48
20500091,2883,Robbie Robinson,53
20500091,1201,Leon Wood,40
20500096,1189,Phil Robinson,11
20500096,1150,Jimmy Clark,6
20500096,2005,Matt Boland,46
20500097,1167,Steve Javie,29
20500097,2715,Eric Lewis,42
20500097,1165,Luis Grillo,8
20500095,2882,Sean Wright,65
20500095,1363,Bennie Adams,47
20500095,1164,Ron Garretson,10
20500102,1153,Joe Crawford,17
20500102,1180,Jack Nies,35
20500102,2147,Michael Henderson,62
20500106,1151,Sean Corbin,33
20500106,1662,Bill Kennedy,55
20500106,2529,Tony Brown,30
20500107,1830,Marc Davis,34
20500107,2004,Courtney Kirkland,61
20500107,1192,Bennett Salvatore,15
20500103,2716,Olandis Poole,50
20500103,1195,Derrick Stafford,9
20500103,1201,Leon Wood,40
20500101,1162,Scott Foster,48
20500101,1193,Michael Smith,38
20500101,1185,Violet Palmer,12
20500108,1664,Gary Zielinski,59
20500108,1190,Eddie Rush,32
20500108,1156,Tim Donaghy,21
20500098,1161,Joe Forte,45
20500098,1169,Anthony Jordan,37
20500098,1188,Leroy Richardson,51
20500104,1168,David Jones,36
20500104,2003,Pat Fraher,52
20500104,1176,Monty McCutchen,13
20500105,1184,Ron Olesiak,44
20500105,1198,Scott Wall,31
20500105,1154,Bob Delaney,26
20500099,2534,Zach Zarba,58
20500099,1174,Ken Mauer,41
20500099,1199,Tom Washington,49
20500112,1164,Ron Garretson,10
20500112,2882,Sean Wright,65
20500112,1363,Bennie Adams,47
20500111,2002,Derrick Collins,54
20500111,1193,Michael Smith,38
20500111,1180,Jack Nies,35
20500113,1204,Derek Richardson,63
20500113,2005,Matt Boland,46
20500113,1147,Mike Callahan,24
20500110,1169,Anthony Jordan,37
20500110,1161,Joe Forte,45
20500110,1188,Leroy Richardson,51
20500109,1176,Monty McCutchen,13
20500109,2532,Eli Roe,64
20500109,1826,Jess Kersey,20
20500115,1200,Greg Willard,57
20500115,1179,Rodney Mott,71
20500115,2714,David Guthrie,60
20500117,1198,Scott Wall,31
20500117,1184,Ron Olesiak,44
20500117,1154,Bob Delaney,26
20500118,1142,Dick Bavetta,27
20500118,1162,Scott Foster,48
20500118,2883,Robbie Robinson,53
20500119,1185,Violet Palmer,12
20500119,1195,Derrick Stafford,9
20500119,1201,Leon Wood,40
20500120,1826,Jess Kersey,20
20500120,2532,Eli Roe,64
20500120,1150,Jimmy Clark,6
20500128,1148,James Capers,19
20500128,1200,Greg Willard,57
20500128,2005,Matt Boland,46
20500130,1147,Mike Callahan,24
20500130,1204,Derek Richardson,63
20500130,2530,Ed Malloy,73
20500122,1153,Joe Crawford,17
20500122,1159,Kevin Fehr,39
20500122,1146,Tony Brothers,25
20500124,1174,Ken Mauer,41
20500124,2001,Jason Phillips,23
20500124,1193,Michael Smith,38
20500123,1151,Sean Corbin,33
20500123,1662,Bill Kennedy,55
20500123,2529,Tony Brown,30
20500129,1190,Eddie Rush,32
20500129,1156,Tim Donaghy,21
20500129,2716,Olandis Poole,50
20500121,1165,Luis Grillo,8
20500121,1167,Steve Javie,29
20500121,1664,Gary Zielinski,59
20500131,1830,Marc Davis,34
20500131,2878,Tommy Nunez Jr.,28
20500131,1152,Dan Crawford,43
20500126,2148,Mark Ayotte,56
20500126,1194,Bill Spooner,22
20500126,1203,Mark Wunderlich,18
20500133,1154,Bob Delaney,26
20500133,1184,Ron Olesiak,44
20500133,1662,Bill Kennedy,55
20500134,2534,Zach Zarba,58
20500134,1826,Jess Kersey,20
20500134,1192,Bennett Salvatore,15
20500136,2001,Jason Phillips,23
20500136,1174,Ken Mauer,41
20500136,1193,Michael Smith,38
20500138,1190,Eddie Rush,32
20500138,1156,Tim Donaghy,21
20500138,2716,Olandis Poole,50
20500132,1195,Derrick Stafford,9
20500132,2003,Pat Fraher,52
20500132,1198,Scott Wall,31
20500137,1176,Monty McCutchen,13
20500137,1168,David Jones,36
20500137,2714,David Guthrie,60
20500135,1161,Joe Forte,45
20500135,1188,Leroy Richardson,51
20500135,2715,Eric Lewis,42
20500140,1167,Steve Javie,29
20500140,1664,Gary Zielinski,59
20500140,1165,Luis Grillo,8
20500143,1152,Dan Crawford,43
20500143,1203,Mark Wunderlich,18
20500143,2878,Tommy Nunez Jr.,28
20500139,1199,Tom Washington,49
20500139,1150,Jimmy Clark,6
20500139,2147,Michael Henderson,62
20500142,1146,Tony Brothers,25
20500142,1153,Joe Crawford,17
20500142,1189,Phil Robinson,11
20500145,1363,Bennie Adams,47
20500145,1164,Ron Garretson,10
20500145,2148,Mark Ayotte,56
20500141,2882,Sean Wright,65
20500141,1830,Marc Davis,34
20500141,1194,Bill Spooner,22
20500146,1150,Jimmy Clark,6
20500146,1146,Tony Brothers,25
20500146,1664,Gary Zielinski,59
20500147,2530,Ed Malloy,73
20500147,1204,Derek Richardson,63
20500147,1147,Mike Callahan,24
20500153,2878,Tommy Nunez Jr.,28
20500153,1152,Dan Crawford,43
20500153,1199,Tom Washington,49
20500154,1162,Scott Foster,48
20500154,1180,Jack Nies,35
20500154,2529,Tony Brown,30
20500151,2147,Michael Henderson,62
20500151,1200,Greg Willard,57
20500151,1154,Bob Delaney,26
20500150,1153,Joe Crawford,17
20500150,2715,Eric Lewis,42
20500150,1189,Phil Robinson,11
20500155,1164,Ron Garretson,10
20500155,2882,Sean Wright,65
20500155,1363,Bennie Adams,47
20500164,1662,Bill Kennedy,55
20500164,2529,Tony Brown,30
20500164,1162,Scott Foster,48
20500162,2715,Eric Lewis,42
20500162,1161,Joe Forte,45
20500162,1165,Luis Grillo,8
20500165,1148,James Capers,19
20500165,1155,JB DeRosa,14
20500165,2005,Matt Boland,46
20500161,1192,Bennett Salvatore,15
20500161,2004,Courtney Kirkland,61
20500161,2534,Zach Zarba,58
20500160,1150,Jimmy Clark,6
20500160,1168,David Jones,36
20500160,2147,Michael Henderson,62
20500159,1142,Dick Bavetta,27
20500159,1826,Jess Kersey,20
20500159,1184,Ron Olesiak,44
20500158,1176,Monty McCutchen,13
20500158,1200,Greg Willard,57
20500158,1169,Anthony Jordan,37
20500157,1188,Leroy Richardson,51
20500157,1179,Rodney Mott,71
20500157,1167,Steve Javie,29
20500167,1176,Monty McCutchen,13
20500167,1169,Anthony Jordan,37
20500167,1161,Joe Forte,45
20500169,2716,Olandis Poole,50
20500169,1168,David Jones,36
20500169,1200,Greg Willard,57
20500176,1185,Violet Palmer,12
20500176,2003,Pat Fraher,52
20500176,1195,Derrick Stafford,9
20500170,1179,Rodney Mott,71
20500170,1154,Bob Delaney,26
20500170,1188,Leroy Richardson,51
20500180,2001,Jason Phillips,23
20500180,1164,Ron Garretson,10
20500180,1193,Michael Smith,38
20500172,2530,Ed Malloy,73
20500172,1147,Mike Callahan,24
20500172,1203,Mark Wunderlich,18
20500179,2882,Sean Wright,65
20500179,1194,Bill Spooner,22
20500179,1363,Bennie Adams,47
20500174,1167,Steve Javie,29
20500174,1165,Luis Grillo,8
20500174,1664,Gary Zielinski,59
20500175,2534,Zach Zarba,58
20500175,1830,Marc Davis,34
20500175,1174,Ken Mauer,41
20500177,2532,Eli Roe,64
20500177,1162,Scott Foster,48
20500177,1201,Leon Wood,40
20500178,1180,Jack Nies,35
20500178,2714,David Guthrie,60
20500178,1146,Tony Brothers,25
20500171,2004,Courtney Kirkland,61
20500171,1152,Dan Crawford,43
20500171,1184,Ron Olesiak,44
20500181,1199,Tom Washington,49
20500181,1662,Bill Kennedy,55
20500181,2529,Tony Brown,30
20500184,2148,Mark Ayotte,56
20500184,1192,Bennett Salvatore,15
20500184,1203,Mark Wunderlich,18
20500183,1165,Luis Grillo,8
20500183,1190,Eddie Rush,32
20500183,1664,Gary Zielinski,59
20500188,1169,Anthony Jordan,37
20500188,1188,Leroy Richardson,51
20500188,1176,Monty McCutchen,13
20500185,1151,Sean Corbin,33
20500185,1142,Dick Bavetta,27
20500185,2883,Robbie Robinson,53
20500186,2716,Olandis Poole,50
20500186,1161,Joe Forte,45
20500186,1168,David Jones,36
20500187,2714,David Guthrie,60
20500187,1156,Tim Donaghy,21
20500187,1200,Greg Willard,57
20500189,1204,Derek Richardson,63
20500189,1150,Jimmy Clark,6
20500189,2147,Michael Henderson,62
20500182,1189,Phil Robinson,11
20500182,1159,Kevin Fehr,39
20500182,1153,Joe Crawford,17
20500192,1146,Tony Brothers,25
20500192,2147,Michael Henderson,62
20500192,1150,Jimmy Clark,6
20500191,1193,Michael Smith,38
20500191,2001,Jason Phillips,23
20500191,1164,Ron Garretson,10
20500190,2002,Derrick Collins,54
20500190,1189,Phil Robinson,11
20500190,1147,Mike Callahan,24
20500194,1194,Bill Spooner,22
20500194,2148,Mark Ayotte,56
20500194,1192,Bennett Salvatore,15
20500195,2003,Pat Fraher,52
20500195,1154,Bob Delaney,26
20500195,1188,Leroy Richardson,51
20500196,1184,Ron Olesiak,44
20500196,1199,Tom Washington,49
20500196,1826,Jess Kersey,20
20500193,1169,Anthony Jordan,37
20500193,1179,Rodney Mott,71
20500193,1190,Eddie Rush,32
20500203,1161,Joe Forte,45
20500203,1180,Jack Nies,35
20500203,2002,Derrick Collins,54
20500202,1153,Joe Crawford,17
20500202,1159,Kevin Fehr,39
20500202,1204,Derek Richardson,63
20500201,1189,Phil Robinson,11
20500201,1147,Mike Callahan,24
20500201,2530,Ed Malloy,73
20500199,2005,Matt Boland,46
20500199,1155,JB DeRosa,14
20500199,1148,James Capers,19
20500200,1203,Mark Wunderlich,18
20500200,2004,Courtney Kirkland,61
20500200,1152,Dan Crawford,43
20500204,1662,Bill Kennedy,55
20500204,1185,Violet Palmer,12
20500204,1195,Derrick Stafford,9
20500198,1201,Leon Wood,40
20500198,2532,Eli Roe,64
20500198,1142,Dick Bavetta,27
20500205,1164,Ron Garretson,10
20500205,1174,Ken Mauer,41
20500205,2878,Tommy Nunez Jr.,28
20500209,1167,Steve Javie,29
20500209,1165,Luis Grillo,8
20500209,2715,Eric Lewis,42
20500215,1150,Jimmy Clark,6
20500215,1146,Tony Brothers,25
20500215,2147,Michael Henderson,62
20500206,1142,Dick Bavetta,27
20500206,1168,David Jones,36
20500206,2530,Ed Malloy,73
20500213,1174,Ken Mauer,41
20500213,2534,Zach Zarba,58
20500213,1830,Marc Davis,34
20500208,1192,Bennett Salvatore,15
20500208,2148,Mark Ayotte,56
20500208,1161,Joe Forte,45
20500214,1199,Tom Washington,49
20500214,2878,Tommy Nunez Jr.,28
20500214,1363,Bennie Adams,47
20500207,2529,Tony Brown,30
20500207,1162,Scott Foster,48
20500207,1154,Bob Delaney,26
20500212,2532,Eli Roe,64
20500212,1201,Leon Wood,40
20500212,1151,Sean Corbin,33
20500216,1826,Jess Kersey,20
20500216,1184,Ron Olesiak,44
20500216,1195,Derrick Stafford,9
20500210,1156,Tim Donaghy,21
20500210,1190,Eddie Rush,32
20500210,2714,David Guthrie,60
20500218,1199,Tom Washington,49
20500218,1826,Jess Kersey,20
20500218,1184,Ron Olesiak,44
20500217,2148,Mark Ayotte,56
20500217,1830,Marc Davis,34
20500217,1192,Bennett Salvatore,15
20500222,2530,Ed Malloy,73
20500222,1204,Derek Richardson,63
20500222,1155,JB DeRosa,14
20500220,2716,Olandis Poole,50
20500220,1203,Mark Wunderlich,18
20500220,1176,Monty McCutchen,13
20500230,2714,David Guthrie,60
20500230,1174,Ken Mauer,41
20500230,1156,Tim Donaghy,21
20500226,1201,Leon Wood,40
20500226,2534,Zach Zarba,58
20500226,1152,Dan Crawford,43
20500221,2005,Matt Boland,46
20500221,2001,Jason Phillips,23
20500221,1180,Jack Nies,35
20500223,1154,Bob Delaney,26
20500223,2003,Pat Fraher,52
20500223,2529,Tony Brown,30
20500219,2532,Eli Roe,64
20500219,1190,Eddie Rush,32
20500219,1193,Michael Smith,38
20500225,1662,Bill Kennedy,55
20500225,1188,Leroy Richardson,51
20500225,1195,Derrick Stafford,9
20500227,2883,Robbie Robinson,53
